row_id,issue,severity,suggested_fix
3556,Missing provider,medium,Infer from URL or text content
3557,Missing provider,medium,Infer from URL or text content
3558,Missing provider,medium,Infer from URL or text content
3559,Missing provider,medium,Infer from URL or text content
3560,Missing provider,medium,Infer from URL or text content
3561,Missing provider,medium,Infer from URL or text content
3562,Missing provider,medium,Infer from URL or text content
3563,Missing provider,medium,Infer from URL or text content
3564,Missing provider,medium,Infer from URL or text content
3565,Missing provider,medium,Infer from URL or text content
3566,Missing provider,medium,Infer from URL or text content
3567,Missing provider,medium,Infer from URL or text content
3568,Missing provider,medium,Infer from URL or text content
3569,Missing provider,medium,Infer from URL or text content
3570,Missing provider,medium,Infer from URL or text content
3571,Missing provider,medium,Infer from URL or text content
3572,Missing provider,medium,Infer from URL or text content
3573,Missing provider,medium,Infer from URL or text content
3574,Missing provider,medium,Infer from URL or text content
3575,Missing provider,medium,Infer from URL or text content
3576,Missing provider,medium,Infer from URL or text content
3577,Missing provider,medium,Infer from URL or text content
3578,Missing provider,medium,Infer from URL or text content
3579,Missing provider,medium,Infer from URL or text content
3580,Missing provider,medium,Infer from URL or text content
3581,Missing provider,medium,Infer from URL or text content
3583,Missing provider,medium,Infer from URL or text content
3585,Missing provider,medium,Infer from URL or text content
3586,Missing provider,medium,Infer from URL or text content
3587,Missing provider,medium,Infer from URL or text content
3588,Missing provider,medium,Infer from URL or text content
3589,Missing provider,medium,Infer from URL or text content
3590,Missing provider,medium,Infer from URL or text content
3591,Missing provider,medium,Infer from URL or text content
3592,Missing provider,medium,Infer from URL or text content
3593,Missing provider,medium,Infer from URL or text content
3594,Missing provider,medium,Infer from URL or text content
3595,Missing provider,medium,Infer from URL or text content
3596,Missing provider,medium,Infer from URL or text content
3597,Missing provider,medium,Infer from URL or text content
3598,Missing provider,medium,Infer from URL or text content
3599,Missing provider,medium,Infer from URL or text content
3600,Missing provider,medium,Infer from URL or text content
3601,Missing provider,medium,Infer from URL or text content
3602,Missing provider,medium,Infer from URL or text content
3603,Missing provider,medium,Infer from URL or text content
3604,Missing provider,medium,Infer from URL or text content
3605,Missing provider,medium,Infer from URL or text content
3606,Missing provider,medium,Infer from URL or text content
3607,Missing provider,medium,Infer from URL or text content
3608,Missing provider,medium,Infer from URL or text content
3609,Missing provider,medium,Infer from URL or text content
3610,Missing provider,medium,Infer from URL or text content
3611,Missing provider,medium,Infer from URL or text content
3612,Missing provider,medium,Infer from URL or text content
3613,Missing provider,medium,Infer from URL or text content
3614,Missing provider,medium,Infer from URL or text content
3615,Missing provider,medium,Infer from URL or text content
3616,Missing provider,medium,Infer from URL or text content
3617,Missing provider,medium,Infer from URL or text content
3618,Missing provider,medium,Infer from URL or text content
3619,Missing provider,medium,Infer from URL or text content
3620,Missing provider,medium,Infer from URL or text content
3621,Missing provider,medium,Infer from URL or text content
3622,Missing provider,medium,Infer from URL or text content
3623,Missing provider,medium,Infer from URL or text content
3624,Missing provider,medium,Infer from URL or text content
3625,Missing provider,medium,Infer from URL or text content
3627,Missing provider,medium,Infer from URL or text content
3628,Missing provider,medium,Infer from URL or text content
3632,Missing provider,medium,Infer from URL or text content
3633,Missing provider,medium,Infer from URL or text content
3634,Missing provider,medium,Infer from URL or text content
3635,Missing provider,medium,Infer from URL or text content
3636,Missing provider,medium,Infer from URL or text content
3637,Missing provider,medium,Infer from URL or text content
3638,Missing provider,medium,Infer from URL or text content
3639,Missing provider,medium,Infer from URL or text content
3640,Missing provider,medium,Infer from URL or text content
3641,Missing provider,medium,Infer from URL or text content
3642,Missing provider,medium,Infer from URL or text content
3643,Missing provider,medium,Infer from URL or text content
3644,Missing provider,medium,Infer from URL or text content
3645,Missing provider,medium,Infer from URL or text content
3652,Missing provider,medium,Infer from URL or text content
3653,Missing provider,medium,Infer from URL or text content
3654,Missing provider,medium,Infer from URL or text content
3655,Missing provider,medium,Infer from URL or text content
3656,Missing provider,medium,Infer from URL or text content
3657,Missing provider,medium,Infer from URL or text content
3658,Missing provider,medium,Infer from URL or text content
3659,Missing provider,medium,Infer from URL or text content
3660,Missing provider,medium,Infer from URL or text content
3661,Missing provider,medium,Infer from URL or text content
3662,Missing provider,medium,Infer from URL or text content
3663,Missing provider,medium,Infer from URL or text content
3664,Missing provider,medium,Infer from URL or text content
3665,Missing provider,medium,Infer from URL or text content
3666,Missing provider,medium,Infer from URL or text content
3667,Missing provider,medium,Infer from URL or text content
3668,Missing provider,medium,Infer from URL or text content
3669,Missing provider,medium,Infer from URL or text content
3670,Missing provider,medium,Infer from URL or text content
3671,Missing provider,medium,Infer from URL or text content
3672,Missing provider,medium,Infer from URL or text content
3673,Missing provider,medium,Infer from URL or text content
3,Duplicate content (hash: 889735c063a0dff2...),low,Review and deduplicate
4,Duplicate content (hash: 4210b4382178a292...),low,Review and deduplicate
5,Duplicate content (hash: a73b4341a2753866...),low,Review and deduplicate
6,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
8,Duplicate content (hash: ddc20902b322b489...),low,Review and deduplicate
9,Duplicate content (hash: ce2b6e8b5aa9203b...),low,Review and deduplicate
10,Duplicate content (hash: 48363b3dab165412...),low,Review and deduplicate
11,Duplicate content (hash: 59b0a3b4641eb2d7...),low,Review and deduplicate
14,Duplicate content (hash: f5b9de28ec6b306e...),low,Review and deduplicate
16,Duplicate content (hash: 524c8e5e20a5b0db...),low,Review and deduplicate
17,Duplicate content (hash: 9c1594d27977b5aa...),low,Review and deduplicate
20,Duplicate content (hash: 16b947022e271dcb...),low,Review and deduplicate
21,Duplicate content (hash: b95156c2e5b51133...),low,Review and deduplicate
27,Duplicate content (hash: 45032658881f85f4...),low,Review and deduplicate
28,Duplicate content (hash: c58145181500be3f...),low,Review and deduplicate
30,Duplicate content (hash: a9fa277304ce1f4e...),low,Review and deduplicate
31,Duplicate content (hash: a9fa277304ce1f4e...),low,Review and deduplicate
33,Duplicate content (hash: 4d47cc9cfa01a4bf...),low,Review and deduplicate
34,Duplicate content (hash: 1a0e0cb7cf5b61b2...),low,Review and deduplicate
38,Duplicate content (hash: 6e9d8229c987bc80...),low,Review and deduplicate
39,Duplicate content (hash: 1e1e751521c6b68e...),low,Review and deduplicate
40,Duplicate content (hash: f33928d7271aca82...),low,Review and deduplicate
41,Duplicate content (hash: 2bf27afeac3d045f...),low,Review and deduplicate
43,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
45,Duplicate content (hash: 5e9d343b6036b30a...),low,Review and deduplicate
46,Duplicate content (hash: 88a1c53694888605...),low,Review and deduplicate
47,Duplicate content (hash: 889735c063a0dff2...),low,Review and deduplicate
48,Duplicate content (hash: 889735c063a0dff2...),low,Review and deduplicate
49,Duplicate content (hash: 889735c063a0dff2...),low,Review and deduplicate
52,Duplicate content (hash: 20d44e9785a6b8a7...),low,Review and deduplicate
53,Duplicate content (hash: 0ca98580b98f3ead...),low,Review and deduplicate
54,Duplicate content (hash: a97924ae0580703a...),low,Review and deduplicate
55,Duplicate content (hash: 3e0ead5b52124a8d...),low,Review and deduplicate
57,Duplicate content (hash: f8caf98b46fbf9c7...),low,Review and deduplicate
58,Duplicate content (hash: 600875c8e9ee9578...),low,Review and deduplicate
65,Duplicate content (hash: 4210b4382178a292...),low,Review and deduplicate
66,Duplicate content (hash: 4210b4382178a292...),low,Review and deduplicate
67,Duplicate content (hash: 4210b4382178a292...),low,Review and deduplicate
68,Duplicate content (hash: 4210b4382178a292...),low,Review and deduplicate
69,Duplicate content (hash: a73b4341a2753866...),low,Review and deduplicate
70,Duplicate content (hash: a73b4341a2753866...),low,Review and deduplicate
71,Duplicate content (hash: 8f758c1f9e5dc5f0...),low,Review and deduplicate
73,Duplicate content (hash: d878962b07f15702...),low,Review and deduplicate
76,Duplicate content (hash: f662f4d672c6d229...),low,Review and deduplicate
77,Duplicate content (hash: 793352b213b35ccc...),low,Review and deduplicate
79,Duplicate content (hash: 7ed3393a2eeb230c...),low,Review and deduplicate
80,Duplicate content (hash: 781f5990680f6e25...),low,Review and deduplicate
81,Duplicate content (hash: 6f33c222da6fbaf2...),low,Review and deduplicate
82,Duplicate content (hash: cd4ef9919dd1dc75...),low,Review and deduplicate
83,Duplicate content (hash: 875f90a7189063ed...),low,Review and deduplicate
84,Duplicate content (hash: b8427797627f6267...),low,Review and deduplicate
85,Duplicate content (hash: 2f55f21ed00feff0...),low,Review and deduplicate
86,Duplicate content (hash: c4b0c7613df88628...),low,Review and deduplicate
87,Duplicate content (hash: 1853a6d261fcc2cf...),low,Review and deduplicate
88,Duplicate content (hash: 7d3d9760d004c246...),low,Review and deduplicate
89,Duplicate content (hash: 4fc1eef97daeda60...),low,Review and deduplicate
90,Duplicate content (hash: aec155b99c7adc29...),low,Review and deduplicate
95,Duplicate content (hash: 7362cc6f678a0d5e...),low,Review and deduplicate
96,Duplicate content (hash: e1189eff9f127c11...),low,Review and deduplicate
97,Duplicate content (hash: 633f9e81f4a5f466...),low,Review and deduplicate
98,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
99,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
100,Duplicate content (hash: 2bb4bdb63e31a3fe...),low,Review and deduplicate
101,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
102,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
103,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
104,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
105,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
106,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
107,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
108,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
109,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
110,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
111,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
112,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
113,Duplicate content (hash: 26f1390fc4210691...),low,Review and deduplicate
114,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
115,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
116,Duplicate content (hash: d9a0d5116d1c55f6...),low,Review and deduplicate
117,Duplicate content (hash: 41365c7c3d9a220f...),low,Review and deduplicate
118,Duplicate content (hash: 1235bbda3ce6358d...),low,Review and deduplicate
119,Duplicate content (hash: e4774d3a533261c0...),low,Review and deduplicate
120,Duplicate content (hash: 5c2d9b3b6ed26038...),low,Review and deduplicate
121,Duplicate content (hash: e8b8a942fb068f6b...),low,Review and deduplicate
122,Duplicate content (hash: 824856ae8606dab1...),low,Review and deduplicate
123,Duplicate content (hash: a855d6a6b51bc8ab...),low,Review and deduplicate
124,Duplicate content (hash: 424b4743cee096d9...),low,Review and deduplicate
125,Duplicate content (hash: 310cd6b40a2a3939...),low,Review and deduplicate
126,Duplicate content (hash: 9c1594d27977b5aa...),low,Review and deduplicate
127,Duplicate content (hash: b33b0c4fd7f76fd1...),low,Review and deduplicate
128,Duplicate content (hash: 6910b3a4dac80623...),low,Review and deduplicate
130,Duplicate content (hash: ddc20902b322b489...),low,Review and deduplicate
131,Duplicate content (hash: ddc20902b322b489...),low,Review and deduplicate
132,Duplicate content (hash: ddc20902b322b489...),low,Review and deduplicate
134,Duplicate content (hash: ce2b6e8b5aa9203b...),low,Review and deduplicate
135,Duplicate content (hash: ce2b6e8b5aa9203b...),low,Review and deduplicate
136,Duplicate content (hash: ce2b6e8b5aa9203b...),low,Review and deduplicate
137,Duplicate content (hash: 1624fc4845336534...),low,Review and deduplicate
138,Duplicate content (hash: ce2b6e8b5aa9203b...),low,Review and deduplicate
139,Duplicate content (hash: 48363b3dab165412...),low,Review and deduplicate
140,Duplicate content (hash: 48363b3dab165412...),low,Review and deduplicate
141,Duplicate content (hash: 48363b3dab165412...),low,Review and deduplicate
142,Duplicate content (hash: 48363b3dab165412...),low,Review and deduplicate
143,Duplicate content (hash: 59b0a3b4641eb2d7...),low,Review and deduplicate
144,Duplicate content (hash: 59b0a3b4641eb2d7...),low,Review and deduplicate
145,Duplicate content (hash: 59b0a3b4641eb2d7...),low,Review and deduplicate
146,Duplicate content (hash: 59b0a3b4641eb2d7...),low,Review and deduplicate
147,Duplicate content (hash: 9c1594d27977b5aa...),low,Review and deduplicate
148,Duplicate content (hash: f5b9de28ec6b306e...),low,Review and deduplicate
149,Duplicate content (hash: 524c8e5e20a5b0db...),low,Review and deduplicate
150,Duplicate content (hash: ae8375f682aaad3b...),low,Review and deduplicate
151,Duplicate content (hash: 407cc35a8f1e706d...),low,Review and deduplicate
152,Duplicate content (hash: c0543ed010d7a55e...),low,Review and deduplicate
158,Duplicate content (hash: 3a0f913ebb829e20...),low,Review and deduplicate
159,Duplicate content (hash: 16b947022e271dcb...),low,Review and deduplicate
160,Duplicate content (hash: 16b947022e271dcb...),low,Review and deduplicate
161,Duplicate content (hash: 6e38532aa8837f9f...),low,Review and deduplicate
163,Duplicate content (hash: 933ba8d18e1635ad...),low,Review and deduplicate
166,Duplicate content (hash: 4df63a93517caa67...),low,Review and deduplicate
171,Duplicate content (hash: 4ac300ebc1d7d967...),low,Review and deduplicate
174,Duplicate content (hash: 365254c1f4c5d613...),low,Review and deduplicate
175,Duplicate content (hash: a414ba33fe8b2c1c...),low,Review and deduplicate
176,Duplicate content (hash: 74b35881c4c24386...),low,Review and deduplicate
178,Duplicate content (hash: 7456c9d430a7000d...),low,Review and deduplicate
180,Duplicate content (hash: 59e74536388e73bd...),low,Review and deduplicate
181,Duplicate content (hash: 74b35881c4c24386...),low,Review and deduplicate
182,Duplicate content (hash: 88d147c9f5f6c3eb...),low,Review and deduplicate
183,Duplicate content (hash: a6e8cdf471e1604b...),low,Review and deduplicate
185,Duplicate content (hash: 74b35881c4c24386...),low,Review and deduplicate
186,Duplicate content (hash: 985e27099ae8310c...),low,Review and deduplicate
187,Duplicate content (hash: 56f881dd08db3458...),low,Review and deduplicate
188,Duplicate content (hash: 17dde3febe04af4c...),low,Review and deduplicate
189,Duplicate content (hash: e6cebe84dd085435...),low,Review and deduplicate
191,Duplicate content (hash: ecb53d06a68826de...),low,Review and deduplicate
192,Duplicate content (hash: 965ac1bf5d1ba0b1...),low,Review and deduplicate
193,Duplicate content (hash: 250ad5f6dc3dce30...),low,Review and deduplicate
194,Duplicate content (hash: 860796eb8cab2b53...),low,Review and deduplicate
195,Duplicate content (hash: 65495688681643b4...),low,Review and deduplicate
196,Duplicate content (hash: 1e2f5f438ddb97a7...),low,Review and deduplicate
199,Duplicate content (hash: 68ad427d7a7ef523...),low,Review and deduplicate
202,Duplicate content (hash: d2286d5f5c26cddb...),low,Review and deduplicate
203,Duplicate content (hash: 14b23e77bd0fba21...),low,Review and deduplicate
204,Duplicate content (hash: 3294a6dd2e2b0351...),low,Review and deduplicate
205,Duplicate content (hash: ee7376d42aad40ab...),low,Review and deduplicate
206,Duplicate content (hash: 155f41a694e97e9f...),low,Review and deduplicate
207,Duplicate content (hash: 11d1150738e9ac15...),low,Review and deduplicate
208,Duplicate content (hash: b98d6ecbe1a79e4f...),low,Review and deduplicate
209,Duplicate content (hash: d45ca2150f66d845...),low,Review and deduplicate
210,Duplicate content (hash: e9026fe9429ea3cb...),low,Review and deduplicate
211,Duplicate content (hash: e11c32468dcd518b...),low,Review and deduplicate
212,Duplicate content (hash: c5a569f4a4ebaa74...),low,Review and deduplicate
213,Duplicate content (hash: e534fd4d49df1f71...),low,Review and deduplicate
214,Duplicate content (hash: 5ae2a359edd07561...),low,Review and deduplicate
215,Duplicate content (hash: b95156c2e5b51133...),low,Review and deduplicate
216,Duplicate content (hash: b95156c2e5b51133...),low,Review and deduplicate
217,Duplicate content (hash: b95156c2e5b51133...),low,Review and deduplicate
218,Duplicate content (hash: b95156c2e5b51133...),low,Review and deduplicate
223,Duplicate content (hash: 8eaf0399259032f4...),low,Review and deduplicate
226,Duplicate content (hash: fa266bee344d7b77...),low,Review and deduplicate
227,Duplicate content (hash: 078166446adf960e...),low,Review and deduplicate
229,Duplicate content (hash: abf73fa803b400ac...),low,Review and deduplicate
230,Duplicate content (hash: 7b83e19224861030...),low,Review and deduplicate
231,Duplicate content (hash: abe21704505b532c...),low,Review and deduplicate
232,Duplicate content (hash: 6ee8332ab8742e4c...),low,Review and deduplicate
233,Duplicate content (hash: e5f1fdd7e0082b60...),low,Review and deduplicate
234,Duplicate content (hash: 04506d94c5b942b1...),low,Review and deduplicate
235,Duplicate content (hash: 7953eb0079355a15...),low,Review and deduplicate
236,Duplicate content (hash: ed3fb512cd92b5ed...),low,Review and deduplicate
237,Duplicate content (hash: 5e01d36b83903413...),low,Review and deduplicate
241,Duplicate content (hash: 5e01d36b83903413...),low,Review and deduplicate
242,Duplicate content (hash: 11d10801aaded15c...),low,Review and deduplicate
243,Duplicate content (hash: 0ff14d403f4749c0...),low,Review and deduplicate
244,Duplicate content (hash: ae2fa14279cfdd60...),low,Review and deduplicate
245,Duplicate content (hash: cf235d7959311fe1...),low,Review and deduplicate
247,Duplicate content (hash: 078166446adf960e...),low,Review and deduplicate
251,Duplicate content (hash: d035c57e5c6b3deb...),low,Review and deduplicate
252,Duplicate content (hash: d035c57e5c6b3deb...),low,Review and deduplicate
253,Duplicate content (hash: d035c57e5c6b3deb...),low,Review and deduplicate
254,Duplicate content (hash: d035c57e5c6b3deb...),low,Review and deduplicate
255,Duplicate content (hash: fa266bee344d7b77...),low,Review and deduplicate
259,Duplicate content (hash: 45032658881f85f4...),low,Review and deduplicate
260,Duplicate content (hash: 45032658881f85f4...),low,Review and deduplicate
262,Duplicate content (hash: c58145181500be3f...),low,Review and deduplicate
263,Duplicate content (hash: c58145181500be3f...),low,Review and deduplicate
282,Duplicate content (hash: 37c9db0aabb72d9b...),low,Review and deduplicate
283,Duplicate content (hash: a085bb60e76f5f05...),low,Review and deduplicate
284,Duplicate content (hash: 5dc5a1d6410e7446...),low,Review and deduplicate
287,Duplicate content (hash: 8e076a44a5f2868d...),low,Review and deduplicate
289,Duplicate content (hash: 1f1ebf1732eaae1a...),low,Review and deduplicate
290,Duplicate content (hash: d7f757b15fb431dd...),low,Review and deduplicate
296,Duplicate content (hash: 03adeffed0f4f5a3...),low,Review and deduplicate
298,Duplicate content (hash: 15a6820e0e03c0a6...),low,Review and deduplicate
302,Duplicate content (hash: 6c51ad46a9492b09...),low,Review and deduplicate
303,Duplicate content (hash: c03e7514c5aab80e...),low,Review and deduplicate
306,Duplicate content (hash: a9d75dd69d7d0535...),low,Review and deduplicate
307,Duplicate content (hash: 3f36a8710cdc616f...),low,Review and deduplicate
310,Duplicate content (hash: 837f362751e7c37c...),low,Review and deduplicate
311,Duplicate content (hash: 4d47cc9cfa01a4bf...),low,Review and deduplicate
312,Duplicate content (hash: 4d47cc9cfa01a4bf...),low,Review and deduplicate
313,Duplicate content (hash: 4d47cc9cfa01a4bf...),low,Review and deduplicate
314,Duplicate content (hash: 4d47cc9cfa01a4bf...),low,Review and deduplicate
315,Duplicate content (hash: 4d47cc9cfa01a4bf...),low,Review and deduplicate
316,Duplicate content (hash: 4d47cc9cfa01a4bf...),low,Review and deduplicate
317,Duplicate content (hash: 4d47cc9cfa01a4bf...),low,Review and deduplicate
318,Duplicate content (hash: 1a0e0cb7cf5b61b2...),low,Review and deduplicate
319,Duplicate content (hash: 5d02ac7469601a22...),low,Review and deduplicate
320,Duplicate content (hash: 5d02ac7469601a22...),low,Review and deduplicate
321,Duplicate content (hash: 1e61f82705360cab...),low,Review and deduplicate
322,Duplicate content (hash: 6e9d8229c987bc80...),low,Review and deduplicate
323,Duplicate content (hash: 6e9d8229c987bc80...),low,Review and deduplicate
324,Duplicate content (hash: 0a12687f6be0600b...),low,Review and deduplicate
325,Duplicate content (hash: 70ce9c2d3605936d...),low,Review and deduplicate
326,Duplicate content (hash: 70ce9c2d3605936d...),low,Review and deduplicate
327,Duplicate content (hash: f33928d7271aca82...),low,Review and deduplicate
328,Duplicate content (hash: f33928d7271aca82...),low,Review and deduplicate
329,Duplicate content (hash: ce97e28e3d64d440...),low,Review and deduplicate
330,Duplicate content (hash: 28f03ca7324be128...),low,Review and deduplicate
331,Duplicate content (hash: 0e36b251d1d0aa99...),low,Review and deduplicate
334,Duplicate content (hash: f3bd67e97938ce51...),low,Review and deduplicate
336,Duplicate content (hash: 027786dbc064ca0c...),low,Review and deduplicate
337,Duplicate content (hash: c2fa823fc087f780...),low,Review and deduplicate
339,Duplicate content (hash: 6396a20d69d97701...),low,Review and deduplicate
340,Duplicate content (hash: cca104f3f57f6231...),low,Review and deduplicate
341,Duplicate content (hash: 48f6c48b082c39a7...),low,Review and deduplicate
342,Duplicate content (hash: 88009ee2c93e47f4...),low,Review and deduplicate
343,Duplicate content (hash: 8c4a590aa327ed90...),low,Review and deduplicate
344,Duplicate content (hash: 5fe9a9e6110bca86...),low,Review and deduplicate
345,Duplicate content (hash: 2bf27afeac3d045f...),low,Review and deduplicate
346,Duplicate content (hash: 2bf27afeac3d045f...),low,Review and deduplicate
347,Duplicate content (hash: 6396a20d69d97701...),low,Review and deduplicate
348,Duplicate content (hash: 6396a20d69d97701...),low,Review and deduplicate
349,Duplicate content (hash: cca104f3f57f6231...),low,Review and deduplicate
350,Duplicate content (hash: cca104f3f57f6231...),low,Review and deduplicate
351,Duplicate content (hash: 48f6c48b082c39a7...),low,Review and deduplicate
352,Duplicate content (hash: 48f6c48b082c39a7...),low,Review and deduplicate
353,Duplicate content (hash: d1cc15c96dc3113a...),low,Review and deduplicate
355,Duplicate content (hash: ec1090b96e7347d6...),low,Review and deduplicate
358,Duplicate content (hash: 4fc46ec36f36b709...),low,Review and deduplicate
359,Duplicate content (hash: 2d94ed18b23b580a...),low,Review and deduplicate
360,Duplicate content (hash: eae12a85265daefa...),low,Review and deduplicate
361,Duplicate content (hash: c7a2b0ab960cbb48...),low,Review and deduplicate
363,Duplicate content (hash: e6d99734fcabb783...),low,Review and deduplicate
364,Duplicate content (hash: b8bc66154fb63b4c...),low,Review and deduplicate
365,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
366,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
367,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
368,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
369,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
370,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
371,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
372,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
373,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
374,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
375,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
376,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
377,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
378,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
379,Duplicate content (hash: 56eb18a7f3fcc5dd...),low,Review and deduplicate
380,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
381,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
382,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
383,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
384,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
385,Duplicate content (hash: 3691f626b9be24e1...),low,Review and deduplicate
386,Duplicate content (hash: 6e92751fcdfad70a...),low,Review and deduplicate
387,Duplicate content (hash: d17215cba53b5727...),low,Review and deduplicate
388,Duplicate content (hash: 5e9d343b6036b30a...),low,Review and deduplicate
389,Duplicate content (hash: 5e9d343b6036b30a...),low,Review and deduplicate
390,Duplicate content (hash: 5e9d343b6036b30a...),low,Review and deduplicate
391,Duplicate content (hash: 5e9d343b6036b30a...),low,Review and deduplicate
392,Duplicate content (hash: 5e9d343b6036b30a...),low,Review and deduplicate
393,Duplicate content (hash: 5e9d343b6036b30a...),low,Review and deduplicate
394,Duplicate content (hash: 5e9d343b6036b30a...),low,Review and deduplicate
395,Duplicate content (hash: 6a8dd87fba83f86e...),low,Review and deduplicate
396,Duplicate content (hash: 88a1c53694888605...),low,Review and deduplicate
397,Duplicate content (hash: 88a1c53694888605...),low,Review and deduplicate
398,Duplicate content (hash: 88a1c53694888605...),low,Review and deduplicate
399,Duplicate content (hash: 88a1c53694888605...),low,Review and deduplicate
400,Duplicate content (hash: 88a1c53694888605...),low,Review and deduplicate
401,Duplicate content (hash: 88a1c53694888605...),low,Review and deduplicate
402,Duplicate content (hash: 88a1c53694888605...),low,Review and deduplicate
403,Duplicate content (hash: f2bbf71850bb4168...),low,Review and deduplicate
404,Duplicate content (hash: 50ca8888c1c97d16...),low,Review and deduplicate
405,Duplicate content (hash: d3c170892a4821d7...),low,Review and deduplicate
406,Duplicate content (hash: f8caf98b46fbf9c7...),low,Review and deduplicate
407,Duplicate content (hash: 600875c8e9ee9578...),low,Review and deduplicate
408,Duplicate content (hash: 767d3b1546d5c054...),low,Review and deduplicate
409,Duplicate content (hash: d84438f914ed1def...),low,Review and deduplicate
410,Duplicate content (hash: 481cd970d5571da6...),low,Review and deduplicate
411,Duplicate content (hash: ed594d12ddf23649...),low,Review and deduplicate
412,Duplicate content (hash: 341f8f75b8c460ee...),low,Review and deduplicate
413,Duplicate content (hash: ade7fa5359f09edb...),low,Review and deduplicate
414,Duplicate content (hash: cfd6b8bfa02892f7...),low,Review and deduplicate
415,Duplicate content (hash: 20d44e9785a6b8a7...),low,Review and deduplicate
416,Duplicate content (hash: 080b5a24dc12cde7...),low,Review and deduplicate
417,Duplicate content (hash: e0fbd5348ca8222a...),low,Review and deduplicate
418,Duplicate content (hash: d1aa3a16102a9185...),low,Review and deduplicate
419,Duplicate content (hash: c8434d1db9387dfa...),low,Review and deduplicate
421,Duplicate content (hash: 0ca98580b98f3ead...),low,Review and deduplicate
422,Duplicate content (hash: 0ca98580b98f3ead...),low,Review and deduplicate
423,Duplicate content (hash: 0ca98580b98f3ead...),low,Review and deduplicate
424,Duplicate content (hash: 0ca98580b98f3ead...),low,Review and deduplicate
425,Duplicate content (hash: 0ca98580b98f3ead...),low,Review and deduplicate
426,Duplicate content (hash: a97924ae0580703a...),low,Review and deduplicate
427,Duplicate content (hash: a97924ae0580703a...),low,Review and deduplicate
428,Duplicate content (hash: a97924ae0580703a...),low,Review and deduplicate
429,Duplicate content (hash: a97924ae0580703a...),low,Review and deduplicate
431,Duplicate content (hash: a97924ae0580703a...),low,Review and deduplicate
432,Duplicate content (hash: 6eb156e86daa4191...),low,Review and deduplicate
434,Duplicate content (hash: 3e0ead5b52124a8d...),low,Review and deduplicate
435,Duplicate content (hash: 0901797edda5e739...),low,Review and deduplicate
436,Duplicate content (hash: 3e0ead5b52124a8d...),low,Review and deduplicate
437,Duplicate content (hash: 3e0ead5b52124a8d...),low,Review and deduplicate
438,Duplicate content (hash: 3e0ead5b52124a8d...),low,Review and deduplicate
439,Duplicate content (hash: 3e0ead5b52124a8d...),low,Review and deduplicate
440,Duplicate content (hash: 3e0ead5b52124a8d...),low,Review and deduplicate
441,Duplicate content (hash: 3e0ead5b52124a8d...),low,Review and deduplicate
442,Duplicate content (hash: c06737d874c6f272...),low,Review and deduplicate
443,Duplicate content (hash: c06737d874c6f272...),low,Review and deduplicate
444,Duplicate content (hash: c06737d874c6f272...),low,Review and deduplicate
